id_pedido,fecha_pedido,rut_cliente,nombre_cliente,region,producto,categoria,cantidad,precio_unitario,descuento_pct,estado_pedido,fecha_despacho,total_venta,segmento_precio
134.0,2024-03-01,5.762.870-4,Javiera Vega,Valparaiso,Set Cuchillos Tramontina,Hogar,9.0,9990.0,4.0,cancelado,,86313.59999999999,bajo
165.0,2024-03-13,10812795-8,Constanza Rojas,Ohiggins,Hervidor Electrico Oster,Hogar,5.0,19990.0,3.5,entregado,2024-07-17,96451.75,medio
105.0,2024-11-09,19935453,Antonella Bustos,Biobio,Polera Oversize Zara,Moda,5.0,29990.0,21.1,despachado,2024-12-21,118310.54999999999,medio
247.0,2024-05-31,23853731,Nicolas Alvarez,Valparaiso,Auriculares Sony WH1000,Tecnologia,5.0,199990.0,4.4,pendiente,,955952.2,alto
73.0,2024-03-05,14895126,Daniela Rios,Biobio,Cafetera De Longhi,Hogar,2.0,9990.0,9.7,pendiente,,18041.94,bajo
157.0,2024-12-20,19197818-6,Matias Silva,Metropolitana,Zapatillas Nike Air Max,Moda,4.0,79990.0,13.2,despachado,2024-07-28,277725.27999999997,alto
40.0,2024-10-30,20593028,Javiera Vega,Biobio,Bolso Cuero Sintético,Moda,9.0,149990.0,23.2,entregado,2024-06-14,1036730.88,alto
197.0,2024-05-16,10828808-2,Ignacio Flores,Ohiggins,Purificador Aire Xiaomi,Hogar,3.0,19990.0,3.0,entregado,2024-01-29,58170.9,medio
175.0,2024-04-29,19933966-0,Tomas Espinoza,Araucania,Jeans Skinny Levi's,Tecnologia,7.0,4990.0,18.8,entregado,2024-12-01,28363.160000000003,bajo
261.0,2024-06-05,15509744-3,Tomas Espinoza,Maule,Monitor Samsung 24,Tecnologia,8.0,39990.0,13.5,entregado,2024-10-26,276730.8,medio
49.0,2024-06-06,14135066,Constanza Rojas,Ohiggins,Teclado Mecanico Redragon,Tecnologia,3.0,29990.0,2.1,despachado,2024-10-18,88080.63,medio
138.0,2024-11-25,23049877-7,Antonella Bustos,Maule,Disco SSD 500GB,Tecnologia,8.0,99990.0,1.4,despachado,2024-07-14,788721.12,alto
169.0,2024-11-08,24128520,Francisco Diaz,Maule,Monitor Samsung 24,Tecnologia,10.0,19990.0,20.7,cancelado,,158520.7,medio
17.0,2024-12-02,13912544-6,Javiera Vega,Ohiggins,Chaqueta Parka Columbia,Moda,10.0,149990.0,1.2,pendiente,,1481901.2,alto
185.0,2024-01-19,14101906,Sofia Castro,Ohiggins,Tablet Samsung A8,Tecnologia,7.0,39990.0,27.6,despachado,2024-12-31,202669.32,medio
266.0,2024-11-20,17700973,Nicolas Alvarez,Coquimbo,Aspiradora Robot Xiaomi,Hogar,6.0,4990.0,3.1,cancelado,,29011.86,bajo
253.0,2024-01-21,5.828.986-8,Sebastian Herrera,Maule,Microondas Mabe 20L,Hogar,10.0,199990.0,27.6,despachado,2024-06-13,1447927.5999999999,alto
199.0,2024-01-01,15857838-0,Carlos Rodriguez,Biobio,Notebook Lenovo IdeaPad,Tecnologia,10.0,19990.0,6.6,entregado,2024-11-10,186706.59999999998,medio
94.0,2024-08-18,12.534.270-0,Renata Campos,Biobio,Jeans Skinny Levi's,Moda,2.0,49990.0,28.4,despachado,2024-01-14,71585.68,medio
220.0,2024-05-24,15025766-3,Sebastian Herrera,Biobio,Notebook Lenovo IdeaPad,Tecnologia,6.0,99990.0,16.8,entregado,2024-12-16,499150.07999999996,alto
95.0,2024-08-29,5637664-4,Gabriel Molina,Maule,Webcam Logitech C920,Tecnologia,3.0,14990.0,1.1,cancelado,,44475.33,medio
195.0,2024-09-02,23.242.091-0,Fernanda Pizarro,Metropolitana,Chaqueta Parka Columbia,Moda,5.0,199990.0,15.0,cancelado,,849957.5,alto
233.0,2024-08-06,19.687.261-9,Cristobal Avila,Maule,Teclado Mecanico Redragon,Tecnologia,5.0,4990.0,10.8,entregado,2024-02-29,22255.4,bajo
135.0,2024-08-23,19067380-9,Valentina Torres,Biobio,Gorra New Era,Moda,9.0,49990.0,11.4,despachado,2024-03-20,398620.26,medio
231.0,2024-07-02,21128405-5,Juan Perez,Maule,Pendrive 64GB Kingston,Tecnologia,5.0,19990.0,24.9,cancelado,,75062.45,medio
83.0,2024-02-09,9955648-3,Carlos Rodriguez,Ohiggins,Disco SSD 500GB,Tecnologia,6.0,29990.0,6.6,entregado,2024-11-20,168063.96,medio
141.0,2024-05-02,22.207.267-7,Ana Martinez,Ohiggins,Tablet Samsung A8,Tecnologia,10.0,19990.0,21.1,entregado,2024-06-13,157721.09999999998,medio
179.0,2024-01-28,5.404.901-5,Carlos Rodriguez,Coquimbo,Perfume Hugo Boss,Moda,4.0,99990.0,22.4,despachado,2024-05-02,310368.96,alto
96.0,2024-05-01,21771485,Juan Perez,Biobio,Smart TV 43 LG,Moda,9.0,149990.0,12.7,entregado,2024-03-03,1178471.43,alto
98.0,2024-07-17,8478382,Alejandro Fuentes,Biobio,Gorra New Era,Moda,7.0,4990.0,26.2,pendiente,,25778.34,bajo
251.0,2024-10-20,10347586,Paula Mendez,Ohiggins,Purificador Aire Xiaomi,Hogar,10.0,4990.0,25.3,despachado,2024-07-02,37275.3,bajo
151.0,2024-02-13,10.176.673-6,Sofia Castro,Coquimbo,Vestido Floral H&M,Moda,3.0,49990.0,20.4,entregado,2024-11-12,119376.12000000001,medio
284.0,2024-06-10,12452197-9,Maria Gonzalez,Araucania,Zapatillas Nike Air Max,Moda,1.0,99990.0,25.4,entregado,2024-10-21,74592.54,alto
249.0,2024-12-26,11.492.705-4,Lucia Fernandez,Maule,Microondas Mabe 20L,Hogar,8.0,149990.0,24.9,cancelado,,901139.92,alto
129.0,2024-12-17,12410470-3,Constanza Rojas,Ohiggins,Notebook Lenovo IdeaPad,Tecnologia,2.0,199990.0,14.0,despachado,2024-12-26,343982.8,alto
69.0,2024-07-02,12117090,Daniela Rios,Metropolitana,Hervidor Electrico Oster,Hogar,6.0,199990.0,16.3,cancelado,,1004349.7799999999,alto
184.0,2024-07-07,5086184-0,Valentina Torres,Valparaiso,Freidora de Aire Ultracomb,Hogar,1.0,39990.0,15.0,entregado,2024-05-10,33991.5,medio
194.0,2024-01-16,9987242,Daniela Rios,Araucania,Teclado Mecanico Redragon,Tecnologia,7.0,149990.0,24.7,entregado,2024-12-15,790597.29,alto
225.0,2024-11-19,10316200-7,Carlos Rodriguez,Valparaiso,Plancha a Vapor Philips,Hogar,3.0,39990.0,23.4,entregado,2024-06-09,91897.02,medio
178.0,2024-03-12,5.900.077-K,Roberto Lopez,Valparaiso,Pendrive 64GB Kingston,Tecnologia,6.0,49990.0,28.9,despachado,2024-05-21,213257.34000000003,medio
286.0,2024-05-17,17.249.984-6,Matias Silva,Araucania,Lampara LED de Escritorio,Hogar,5.0,149990.0,5.6,despachado,2024-11-09,707952.7999999999,alto
120.0,2024-02-01,10811037,Andres Vargas,Maule,Disco SSD 500GB,Tecnologia,10.0,99990.0,27.6,cancelado,,723927.6,alto
55.0,2024-03-10,5086075,Camila Sanchez,Coquimbo,Freidora de Aire Ultracomb,Hogar,7.0,14990.0,5.7,entregado,2024-02-05,98948.98999999999,medio
275.0,2024-10-11,8.995.855-3,Fernanda Pizarro,Araucania,Disco SSD 500GB,Tecnologia,9.0,99990.0,14.5,entregado,2024-05-09,769423.0499999999,alto
79.0,2024-08-14,16582079-6,Camila Sanchez,Maule,Teclado Mecanico Redragon,Tecnologia,10.0,14990.0,1.5,pendiente,,147651.5,medio
296.0,2024-05-29,13385122,Catalina Nunez,Ohiggins,Tablet Samsung A8,Tecnologia,5.0,79990.0,0.3,entregado,2024-04-28,398750.15,alto
31.0,2024-08-14,20101835-4,Gabriel Molina,Ohiggins,Tablet Samsung A8,Tecnologia,9.0,199990.0,29.6,entregado,2024-09-15,1267136.64,alto
174.0,2024-12-18,7765574,Cristobal Avila,Valparaiso,Tablet Samsung A8,Tecnologia,1.0,79990.0,29.8,entregado,2024-11-28,56152.979999999996,alto
47.0,2024-02-20,10.252.363-0,Matias Silva,Coquimbo,Vestido Floral H&M,Moda,10.0,29990.0,18.6,entregado,2024-04-16,244118.59999999998,medio
256.0,2024-07-26,24649744,Antonella Bustos,Araucania,Pendrive 64GB Kingston,Tecnologia,5.0,19990.0,12.2,entregado,2024-06-10,87756.1,medio
128.0,2024-07-15,13.776.267-K,Tomas Espinoza,Valparaiso,Teclado Mecanico Redragon,Tecnologia,6.0,79990.0,28.1,pendiente,,345076.86,alto
46.0,2024-02-13,20.116.756-7,Antonella Bustos,Valparaiso,Zapatillas Nike Air Max,Moda,3.0,14990.0,24.3,cancelado,,34042.29,medio
191.0,2024-12-26,6.642.510-K,Francisco Diaz,Maule,Hervidor Electrico Oster,Hogar,3.0,9990.0,24.2,despachado,2024-11-04,22717.26,bajo
80.0,2024-07-21,16009959-1,Constanza Rojas,Ohiggins,Perfume Hugo Boss,Tecnologia,9.0,79990.0,20.0,pendiente,,575928.0,alto
244.0,2024-08-19,23381318,Catalina Nunez,Coquimbo,Chaqueta Parka Columbia,Moda,7.0,29990.0,28.9,cancelado,,149260.23,medio
22.0,2024-07-05,16.867.485-8,Daniela Rios,Coquimbo,Purificador Aire Xiaomi,Hogar,3.0,99990.0,12.9,pendiente,,261273.87,alto
5.0,2024-10-12,18460856-4,Roberto Lopez,Valparaiso,Tablet Samsung A8,Tecnologia,5.0,49990.0,29.7,entregado,2024-12-16,175714.85,medio
300.0,2024-05-08,19863302,Maria Gonzalez,Coquimbo,Hervidor Electrico Oster,Hogar,8.0,99990.0,5.4,cancelado,,756724.32,alto
142.0,2024-10-15,14905009-2,Andres Vargas,Coquimbo,Zapatillas Adidas Ultraboost,Moda,4.0,39990.0,11.1,entregado,2024-04-23,142204.44,medio
8.0,2024-06-23,21796882,Renata Campos,Metropolitana,Mouse Inalambrico Logitech,Tecnologia,9.0,199990.0,22.5,entregado,2024-05-30,1394930.25,alto
167.0,2024-10-02,24.217.094-1,Alejandro Fuentes,Biobio,Pendrive 64GB Kingston,Tecnologia,4.0,4990.0,8.8,despachado,2024-03-27,18203.52,bajo
